,text
603,저체중만들고나면 무기력증이랑 우울증온다 탈프아하면 행복하다 하는데 난 이미 더 떨어질 곳이 없음 무기력증과 우울에 삶이 적셔져있어서 차라리 이런 거라도 하지 않으면 살아갈수없을거같음 멀쩡한정신으로 프아판에오면 그렇겠지만..대부분아니잖아
604,리) 에휴 노력하면 다되는 건 아니지만......... 그렇다고 안그렇게 생각하면 너무 서글프로 우울증 걸리니.... 어떡하겠음.
605,엄마도 나도 그건 예의가 아닌것 같아서 출근했다. 퇴사는 오늘 일과가 끝나면 퇴근전에 얘기할거다. 퇴사 사유는 너무 힘들었고 우울증도 있었고 여러가지 이유라고...
606,"그놈의 우울증 좀 어케 해보려고 남치니도 만들었는데

마음이 전보다는 안정되어서 좋긴한데
우울증 자체는 별 효과가 없구마"
607,"혼자 좋아하다 우울증 갈린 것도 억울한데

나 혼자 또 아프고

인생 존나 뭐 같네"
608,"부디 우울증만 피해가주세요 제발.
아니길바래요 제발제발"
609,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
610,"@smallparkk
 님에게 보내는 답글"
611,또 다른 동료도 대마 애호인이었는데(;;) 그친구는 우울증은 아니었지만 연락 끊긴 지 한참 지나서 급뜬금 메일을 보내옴 근데 마치 우리 사이에 아무 시간이 흐르지 않은듯이 매일 보는 사이처럼 써보내서 당황함 뭔가 대마가 시간과 공간의 벽을 없애나싶게
612,"@Silver85330043
 님에게 보내는 답글"
613,"@smallparkk
 님에게 보내는 답글"
614,얘들아 이거 보고 우울증 치료 및 자존감 회복 하자
615,"퇴근하고 카페에 와서 무선 키보드를 휴대폰에 연결한 참이다. 하지만 힘들게 꾸역꾸역 써봐야, 내가 어릴 때부터 늘 막연히 바라왔던 것같은 인기 작가가 되기는 글렀다는 생각이 의욕을 꺾는다. 그런 생각이 나를 우울증으로 이끄는 건지, 내가 우울해서 그런 생각에 발목 잡히는 건지는 모르겠다"
616,"혹시 우울증 약 먹으면 속이 쓰릴 수도 있나요...?
... 겨우 5mg인데...
저녁도 막 매운 거 먹은 것도 아닌데 왜 이럴까..."
617,"#생리전에_이거까지_해봤다 #PMS공감대회
로그아웃 했다가 소식듣고 달려왔습니다...
PMS보다 PMDD가 더 심한 편인데
심하면 중증 우울증 수준까지 땅굴파고 들어갑니다...
더불어 불면증 기본이에요

월경 전 증후군으로 일주일 밤새본 사람 나야나...
저처럼 불면증 같이 오는 분들 없나요?"
618,우울증
619,우울증 낫는 게 무섭다고 얘기하면 무슨 생각 하실까
620,마! 니 우울증이다!
621,"@mango_pri
 님에게 보내는 답글"
622,"예전에 교수님한테 작업 더디다고 상담할때 예전작업 가져오라했는데, 예전작업이 낫네 지금은 왜이래? 라고 해서 우울증때문 아닐까요 하려다가 그냥 가만히 있었다 울컥했는데 머 할말이 없었음"
623,"밤과 낮의 사이 (우울증 있는 분은 시청 금지) https://youtu.be/zMZffmVtgNw via 
@YouTube"
624,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
625,"사실 거짓말이다. 10배는 아니고 16배 정도 높다.

돈이 돈을 번다는 게 이런 거구나, 실감하게 됐다.
3년동안 스트레스 이빠이 받고 섭식장애, 우울증 겪어가며 글 써봐야 가만히 앉아만 있어도 들어오는 주식 배당금보다도 적네..."
626,"반려동물 책 사서 읽는 2인자 김성식...
애옹들은 원래 아프면 아픈티도 안내고 그런다는데...
집에서 매번 멀리서 밥만주고 지켜만 보다가
얘가 안움직이고 누워만 있고 해서
혹시나 하는 마음에 확 붙들어다 잡아넣어가지고
다시 동물병원 가는데

-아, 운동부족으로 인한 우울증 같은겁니다.
-뭐?"
627,"첫시작으로 자기소개를 할까 합니다.             첫번째. 우울계겸~등등 다이어리식.              두번째. 08 여자 우울증 주의력결핍.           세번째 자해얘기
자해는 지금 안하고 있다라기 보다는 못하고 있다는게 적절한 표현인듯합니다. 자기소개 끝 #우울 #우울계"
628,내가 천치 머저리도 아니고 인터넷에 검색해서 공식홈페이지에서 확인한 고대로 읊어주는데도 하여간 아니래 Tlqkf 내말은 무조건 틀렸데 집에서 이모양 이꼴로 사느니 우울증 각오하고 집을 나와야하는부분인가??
629,도시에 사는 비둘기들은 청각장애와 우울증이 많다니 너무 슬픈일이군
630,내 시에는 우울증의 역사가 담겨있어
631,환상의 신 놀이 재밌지. 하지만 자기 자신을 전능하다고 생각하면 완벽주의와 우울증에 빠지는 지름길
632,나우울증잇엇나보지
633,ㅇㄴ 왜자꾸 그래요 청려 보고싶다 청려 회귀우울증 도져서 진득하게 우울한 분위기 뿜으면서 우는거 보고싶다 눈물 또륵
634,"@kekekeeaya
 님에게 보내는 답글"
635,"""그리고 도시 비둘기들은... 우울증 겪는 애들이 많아"""
636,"@gkdlek3333
 님에게 보내는 답글"
637,다들 그런거 아니였냐고 씨파 이거 우울증이였어???????????????
638,그냥 뒤질라고 시발 나 자살할래 진짜 나 진짜 계속 가면 존내 우울증 걸림...ㅅㅂ 존내 몸 힘들다고
639,나 우울증 아닌데 이러는데 ㅇㅇ 이거 그냥 백수인 사람 무한궤도 아님?
640,수 없음(병원 진료 기록처럼)) 마지막 상담을 끝으로 2주 정도 생각해 본 결과 많이 괜찮아져 정식 상담을 하거나 병원에 가지 않아도 된다 생각하여 상담은 확실히 종료하고 센터 내에 상담 내용은 지웠습니다(언제 얼마나 했다는 기록만 남음) 비상용으로 체질이 같은 친구에게 소량의 우울증 약을
641,"@bbodok_1657
 님에게 보내는 답글"
642,너의 의미 소설 보다말았었는데 저 소설 괜찮았던걸로 기억함 무기력한 현대인이 스케쥴을 소화하면서 뿌듯함을 느끼는 황제랑 만나고 우울증 극복하는느낌의 이야기로 기억함
643,"@kkobuchip
 님에게 보내는 답글"
644,"내일 우울증 걸린 친구한테
술 먹고 전화하지 말라는 이야기를
좋게 할 예정 ^__^
좋게 안 끝나도 어쩔 수 없음
내가 우울증 걸리게 생김"
645,"오늘자 청려에게서 멜키오르가 보임 정원 장면이 오퍼시티 30%로 보였달까... 회귀로 모든 걸 바로잡을 수 있다는 생각에 여러차례 완벽한 미래를 만들려던 ""회귀자들""이라고 생각하면 멸이세도 생각나구... 회귀 우울증 같은 것"
646,나 쌤이 내일 교무실 오라 했거든? 근데 얘기 들어보니깐 예전에 자살자해 관련 우울증 검사 했을 때 안 좋게 나왓나봄
647,"내일 드디어 피티끝나요 더 받으면 우울증 다시 걸릴거같으니 이 헬스장을 떠나겠어요

내일 피티끝나자마자 차단각"
648,근데 우울증 증세 안에서는 그게 또 그렇게 안락할수가없어
649,"정신병있고 우울증있으면 왠지 멋있어 보이잖아

패션우울증환자들이 왜 많겠니 ㅋㅋㅋㅋㅋㅋ
너네 진짜 우울한 거 맞아?
멘헤라인척~~ㅋㅋㅋㅋㅋㅋㅋㅋ"
650,"20년 넘게 우울증 방치하면 헷갈리긴함
나아가면서 또 조증과 내 오리지널이 뭔지 헷갈림"
651,우울증 다 나은줄 알았는데 다시 항우울제 처방 받아서 좀 속상해.. 눈물도 안나오더라
652,고등학교때의 우울증과 공황장애는 시미용선생님들의 완벽 추구 나의 완벽한 작품을 위해 나를 부추기다보니 생긴거여서 그러려니 하는데 대학교 진학 후 더 심해진 우울증과 공황장애는 교수탓이 크다. 하루하루 날 괴롭히는 언어들이 있었고 나를 위해서라는데 나를 위해서라면 그런 말들을 하면
653,"@gkdlek3333
 님에게 보내는 답글"
654,"우울,PTSD에게는 
세로토닌Serotonin을 

우울증에게게는 
노르에피네프린NE 을

양극성에게는 
글루타민산염Glutamate을

경계성에게는 
가바GABA가 
좀더 필요하다"
655,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
656,트루먼쇼 레비아탄 우울증 올 거 뻔해서 할 말이 없음(...응)
657,"죽는 것밖에 없다고.. 애초에 이건 자살임무였다고 할 듯. 유칼믽은 바로 멀쩡한 척, 경미한 우울증인 척 군의관 속이고 있었다는 거 알아챔. 아마 군의관이 처방해준 약도 그간 먹지 않았을 거고, 동면 부작용이 유독 심한 타입이어서 저런 생각이 더 굳어진 게 눈에 보임."
658,"@gkdlek3333
 님에게 보내는 답글"
659,"우울증 오기 전에 대학 가면 자격증 따고 싶은거 리스트 써놓은거 봤는데 

제과/제빵기능사
반려동물관리사
컴퓨터 관련(워낙 기계치라..)
운전면허"
660,사회성은.. 키우면 늘음 진짜 ㅋㅋ 나 우울증 와서 1년 정도를 집에만 처박혀 있던 시즌이 잇엇음 그때는 말소리도 너무 작았고 웅얼거리고 그랬는데 걍.. 사회생활 하다 보면 사회성은 자연스럽게 좋아짐
661,리.. 동의하며 더불어 나이가 들어서 내 체력이 떨어지는 거 모르고 예전에 날뛰던 내 실력 다 어디갔나고 우울증까지는 아니고 우울감이 심해 눈물나도 무기력했던 적도 있었다 노화를 순순히 인정하기가 어려웠던 때 나는 매일 늙어가고 있다 겸손하자
662,와.. 내 자캐들은 불행서사를 작든 크든 하나씩은 대부분 갖고 잇ㅅ기 때문에.. 막... 자기 인생이며 이때까지 겪어왔던 불행 따위의 것들이 누군가의 손놀림 한 번으로 만들어졌다는 거에 충격먹고 날 죽이려들 듯 아니면 삶의 의욕을 잃고 우울증에 걸리던가..
663,"@Ggo_buknim
 님에게 보내는 답글"
664,"약간 그런거 보고 싶다, 정신과 의사 황시목이랑 환자 서동재로,,, 숨기고 지냈던 성정체성 아내에게 들키고 이혼하게 된 이후로 조금 우울증 있었는데 남자 만나는 걸로 풀지만 그것도 매번 호구 잡히고 만나는 놈들마다 질 나쁜 것들이라 극단적인 생각과 우울감때문에 겨우 병원에 찾아온 거,"
665,우울증돋아시발
666,일라이 우울증 잇너요..?
667,"학교에서 책 읽는데 어떤 애가 ""너는 왜 저번부터 그런 책만 읽어?"" 라고 했는데 쬐매 속상했다 우울증이랑 사회 문제에 대한 책이 뭐 어때서..."
668,"@loveis_ice
 님에게 보내는 답글"
669,"주어진 환경에서 최선을 다한다는 말 만큼 멋진말이 또 어디있을까

인간은 욕심이 많아서 주어진 환경에 만족하지 못하고 고뇌에 빠지고 우울에 빠지기 쉽다

우울증이 아니어도 열심히 살려고 해도 내가 10만큼 노력하면 내 위에 2~30만큼 노력하는 사람이 있어."
670,극극극 집순이지만 햇빛 주기적으로 안 쬐면 우울증 걸림
671,"살면서 유일하게 다행으로 여기는 건 내가 통상적인 우울증에 빠지지는 않았다는 점이다. 이것도 기질의 차이인지는 모르겠지만. 나는 괴롭고 힘들어도 꾸역꾸역 초중고를 졸업했다. 그 후로는 도피를 좀 많이 하긴 했지만, 어쨌든 지금은 밥벌이 하고 살고 있다."
672,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
673,"우울증 고치겠다고 기사 시험 신청하는 바보가 어딨냐?
 (바로 여기예요~)"
674,"헉 알았어!
난 우울증 이제 거의 다 나았어요 라고 했지만!
그건 감정만 해당될뿐
기억 장애 정서불안 과대망상 무기력증이 사라지진 않았구나!
아이시발 말을해주지~ 헤헤"
675,김정현 우울증 트라우마 진단서
676,"내 우울증 수준은 심각한 단계입니다. https://idrlabs.com/kr/3-minute-depression/67/result.php… 
@idr_labs
 님이 씀"
677,"@paranoidwe
 님에게 보내는 답글"
678,"내 우울증 수준은 매우 심한 단계입니다. https://idrlabs.com/kr/3-minute-depression/81/result.php… 
@idr_labs
 님이 씀

씨발ㅋㅋㅋㅋㅋㅋㅋㅌ에너지 효율 5등급 나와버렸네 ^^

이러니까 씨발 일에 능률이 안 오르는거지 시발 
열심히 일할 수 밖에 없겠네"
679,"2번이었는데 우울증은 아니고 번아웃진단 받았음
일단 내가 건강하지않은거같으면 병원을 갑시다"
680,아니 그냥 여성이 더 우울한건 성차임 우리가 알고 있는 사회 내에서는 여성이 무조건 남성보다 우울증을 많이 경험함
681,"정말..그럼 나 우울증 심하게 왓던 2년간의 기억 날아감
정말 뭐하고 살앗는지 기억이 안나..ㅋㅋ"
682,밥 먹기 힘든 우울증 환자 바로 나
683,그럼에도 지난 주보다 든든함을 느꼈던 이유는 (복합적이겠지만) 일단 약을 잘 먹어야 한다고 잔소리(?)를 들어서인 것 같음. 챙김받는다는 느낌을 받았고 그게 든든했음. 나는 아직도 내가 우울증이 맞는지부터 의심하고 있는데 샘은 나를 낫게 해주고 싶다는 생각을 하고 있는 것 같아서 의지가 됐다
684,"우울증은 게으름과 무척 닮았습니다. 분명 그것은 게으름의 일종입니다. 우리 인간은 태생적으로 게으름에 빠지기 쉽습니다. 하지만 일단 그것을 견뎌낼 힘을 비축하면 일이 순조롭고도 생동감 있게 진행될 거예요. - 괴테, 젊은 베르테르의 슬픔"
685,"[연 3.2% 채무통합 2차 정부지원 안내]

연3.2% / 한도 1억 / 최장100개월

※우대사항

-4대보험 가입 근로자

-신용카드 보유 근로자

-카드론사용자,2금융권사용자,중고금리대출 사용자 우대"
686,우울증 걸리겠구만.. 고인다 고여
